,Control de Vacantes,,,,,,,Vacantes Activas,7,,,,,,,,,,,,,,
,,,,,,,,,46287,,,,,,,,,,,,,,
,ID Vacante,Cargo,Unidad de Negocio,Fecha Apertura,Mes,Año,Fecha Ingreso,Estatus,Fuente de Reclutamiento,,,,,,,,,,,,,,
,VAC-077,Cocinero,BU4BAV,46258.0,August,2026.0,46268.0,Cubierta,,,,,,,,,,,,,,,
,VAC-078,Mantenimiento,BU4BAV,46258.0,August,2026.0,46265.0,Cubierta,,,,,,,,,,,,,,,
,VAC-079,Ayudante de Mesonero,BU4BAV,46258.0,August,2026.0,46261.0,Cubierta,,,,,,,,,,,,,,,
,VAC-080,Cajera Salón,BU4BAV,46258.0,August,2026.0,46261.0,Cubierta,,,,,,,,,,,,,,,
,VAC-083,Mantenimiento,BU19BM,46262.0,August,2026.0,46272.0,Cubierta,,,,,,,,,,,,,,,
,VAC-085,Cocinero,BU19BM,46262.0,August,2026.0,46268.0,Cubierta,,,,,,,,,,,,,,,
,VAC-086,Ayudante Integral,BU16BER,46265.0,August,2026.0,46235.0,Cubierta,,,,,,,,,,,,,,,
,VAC-086,Ayudante Integral,BU16BER,,,,46268.0,Cubierta,,,,,,,,,,,,,,,
,VAC-084,Empaquetadora,BU5BSB,46268.0,September,2026.0,46273.0,Cubierta,,,,,,,,,,,,,,,
,VAC-085,Cajera Salón,BU1BLT,46269.0,September,2026.0,46272.0,Cubierta,,,,,,,,,,,,,,,
,VAC-086,Ayudante Integral,BU6BSLC,46269.0,September,2026.0,46270.0,Cubierta,,,,,,,,,,,,,,,
,VAC-087,Anfitriona,BU6BSLC,46272.0,September,2026.0,46282.0,Cubierta,,,,,,,,,,,,,,,
,VAC-088,Empaquetadora,BU15BEP,46272.0,September,2026.0,46276.0,Cubierta,,,,,,,,,,,,,,,
,VAC-089,Ayudante Integral,BU11ANN,46272.0,September,2026.0,46275.0,Cubierta,,,,,,,,,,,,,,,
,VAC-090,Mantenimiento,BU19BM,46273.0,September,2026.0,46275.0,Cubierta,,,,,,,,,,,,,,,
,VAC-091,Cajera Salón,BU1BLT,46273.0,September,2026.0,46280.0,Cubierta,,,,,,,,,,,,,,,
,VAC-093,Mantenimiento,BU16BER,46274.0,September,2026.0,46275.0,Cubierta,,,,,,,,,,,,,,,
,VAC-094,Ayudante de Mesonero,BU4BAV,46279.0,September,2026.0,46282.0,Cubierta,,,,,,,,,,,,,,,
,VAC-095,Ayudante de Mesonero,BU4BAV,46279.0,September,2026.0,46282.0,Cubierta,,,,,,,,,,,,,,,
,VAC-097,Mesonero,BU2BLB,46279.0,September,2026.0,46281.0,Cubierta,,,,,,,,,,,,,,,
,VAC-098,Mesonero,BU2BLB,46279.0,September,2026.0,,En Proceso,,,,,,,,,,,,,,,
,VAC-100,Mantenimiento,BU17ANNER,46279.0,September,2026.0,46280.0,Cubierta,,,,,,,,,,,,,,,
,VAC-101,Anfitriona,BU14BSC,46279.0,September,2026.0,,En Proceso,,,,,,,,,,,,,,,
,VAC-102,Empaquetadora,BU14BSC,46279.0,September,2026.0,46284.0,Cubierta,,,,,,,,,,,,,,,
,VAC-103,Cajera Salón,BU1BLT,46279.0,September,2026.0,46280.0,Cubierta,,,,,,,,,,,,,,,
,VAC-103,Mantenimiento,BU16BER,46281.0,September,2026.0,46282.0,Cubierta,,,,,,,,,,,,,,,
,VAC-104,Cajera Salón,BU16BER,46281.0,September,2026.0,46282.0,Cubierta,,,,,,,,,,,,,,,
,VAC-105,Ayudante Integral,BU1BLT,46281.0,September,2026.0,,En Proceso,,,,,,,,,,,,,,,
,VAC-107,Empaquetadora,BU14BSC,46281.0,September,2026.0,46288.0,Cubierta,,,,,,,,,,,,,,,
,VAC-106,Ayudante Integral,BU4BAV,46281.0,September,2026.0,46283.0,Cubierta,,,,,,,,,,,,,,,
,VAC-107,Ayudante Integral,BU4BAV,46281.0,September,2026.0,46283.0,Cubierta,,,,,,,,,,,,,,,
,VAC-107,Mantenimiento,BU4BAV,46281.0,September,2026.0,46283.0,Cubierta,,,,,,,,,,,,,,,
,VAC-107,Mantenimiento,BU4BAV,46281.0,September,2026.0,,En Proceso,,,,,,,,,,,,,,,
,VAC-108,Sushero,BU1BLT,46281.0,September,2026.0,46287.0,Cubierta,,,,,,,,,,,,,,,
,VAC-109,Empaquetadora,BU5BSB,46286.0,September,2026.0,,En Proceso,,,,,,,,,,,,,,,
,VAC-109,Ayudante Integral,BU6BSLC,46286.0,September,2026.0,,En Proceso,,,,,,,,,,,,,,,
